================================================================================
                                     S L S                                      
                                  version: 3.3                                  
                      S I M U L A T I O N   R E S U L T S                       
================================================================================
 time         | c   r   s   r   s   r   r   r   r   r   r   r   r   r   r   r 
 in 1e-09 sec | l   s   t   e   c   a   a   a   a   a   a   a   a   a   a   a 
              | k   t   a   a   o   m   m   m   m   m   m   m   m   m   m   m 
              |         r   d   r   _   _   _   _   _   _   _   _   _   _   _ 
              |         t   y   e   a   a   a   a   a   a   a   a   w   d   d 
              |         _   _   _   d   d   d   d   d   d   d   d   e   a   a 
              |         i   o   o   d   d   d   d   d   d   d   d       t   t 
              |         n   u   u   r   r   r   r   r   r   r   r       a   a 
              |             t   t   _   _   _   _   _   _   _   _       _   _ 
              |                     o   o   o   o   o   o   o   o       i   o 
              |                     u   u   u   u   u   u   u   u       n   u 
              |                     t   t   t   t   t   t   t   t           t 
              |                     _   _   _   _   _   _   _   _             
      89218.9 | 1   0   0   0   0   0   0   1   0   0   1   1   1   1   1   0
      89219.2 | 1   0   0   0   0   0   0   1   0   0   1   1   1   1   1   1
      89220.0 | 1   0   0   0   0   0   0   1   0   1   1   1   1   1   1   1
      89298.0 | 0   0   0   0   0   0   0   1   0   1   1   1   1   1   1   1
      89380.0 | 1   0   0   0   0   0   0   1   0   1   1   1   1   1   0   1
      89380.3 | 1   0   0   0   0   0   0   1   0   1   1   1   1   1   0   0
      89381.4 | 1   0   0   0   0   0   0   1   0   1   1   1   0   1   0   0
      89382.0 | 1   0   0   0   0   0   0   1   0   1   1   1   0   0   0   0
      89462.0 | 0   0   0   0   0   0   0   1   0   1   1   1   0   0   0   0
      89544.0 | 1   0   0   0   0   0   0   1   0   1   1   1   0   0   0   0
      89548.3 | 1   0   0   0   0   0   0   1   0   0   1   1   0   0   0   0
      89626.0 | 0   0   0   0   0   0   0   1   0   0   1   1   0   0   0   0
      89708.0 | 1   0   0   0   0   0   0   1   0   0   1   1   0   0   1   0
      89710.9 | 1   0   0   0   0   0   0   1   0   0   1   1   0   1   1   0
      89711.2 | 1   0   0   0   0   0   0   1   0   0   1   1   0   1   1   1
      89712.0 | 1   0   0   0   0   0   0   1   0   1   1   1   0   1   1   1
      89790.0 | 0   0   0   0   0   0   0   1   0   1   1   1   0   1   1   1
      89872.0 | 1   0   0   0   0   0   0   1   0   1   1   1   0   1   0   1
      89872.3 | 1   0   0   0   0   0   0   1   0   1   1   1   0   1   0   0
      89873.6 | 1   0   0   0   0   0   0   1   0   1   1   0   0   1   0   0
      89873.9 | 1   0   0   0   0   0   0   1   0   1   1   0   1   1   0   0
      89874.0 | 1   0   0   0   0   0   0   1   0   1   1   0   1   0   0   0
      89954.0 | 0   0   0   0   0   0   0   1   0   1   1   0   1   0   0   0
      90036.0 | 1   0   0   0   0   0   0   1   0   1   1   0   1   0   0   0
      90040.3 | 1   0   0   0   0   0   0   1   0   0   1   0   1   0   0   0
      90118.0 | 0   0   0   0   0   0   0   1   0   0   1   0   1   0   0   0
      90200.0 | 1   0   0   0   0   0   0   1   0   0   1   0   1   0   1   0
      90202.9 | 1   0   0   0   0   0   0   1   0   0   1   0   1   1   1   0
      90203.2 | 1   0   0   0   0   0   0   1   0   0   1   0   1   1   1   1
      90204.0 | 1   0   0   0   0   0   0   1   0   1   1   0   1   1   1   1
      90282.0 | 0   0   0   0   0   0   0   1   0   1   1   0   1   1   1   1
      90364.0 | 1   0   0   0   0   0   0   1   0   1   1   0   1   1   0   1
      90364.3 | 1   0   0   0   0   0   0   1   0   1   1   0   1   1   0   0
      90365.4 | 1   0   0   0   0   0   0   1   0   1   1   0   0   1   0   0
      90366.0 | 1   0   0   0   0   0   0   1   0   1   1   0   0   0   0   0
      90446.0 | 0   0   0   0   0   0   0   1   0   1   1   0   0   0   0   0
      90528.0 | 1   0   0   0   0   0   0   1   0   1   1   0   0   0   0   0
      90532.3 | 1   0   0   0   0   0   0   1   0   0   1   0   0   0   0   0
      90610.0 | 0   0   0   0   0   0   0   1   0   0   1   0   0   0   0   0
      90692.0 | 1   0   0   0   0   0   0   1   0   0   1   0   0   0   1   0
      90694.9 | 1   0   0   0   0   0   0   1   0   0   1   0   0   1   1   0
      90695.2 | 1   0   0   0   0   0   0   1   0   0   1   0   0   1   1   1
      90696.0 | 1   0   0   0   0   0   0   1   0   1   1   0   0   1   1   1
      90774.0 | 0   0   0   0   0   0   0   1   0   1   1   0   0   1   1   1
      90856.0 | 1   0   0   0   0   0   0   1   0   1   1   0   0   1   0   1
      90856.3 | 1   0   0   0   0   0   0   1   0   1   1   0   0   1   0   0
      90857.4 | 1   0   0   0   0   0   0   1   0   1   0   0   0   1   0   0
      90857.9 | 1   0   0   0   0   0   0   1   0   1   0   0   1   1   0   0
      90858.0 | 1   0   0   0   0   0   0   1   0   1   0   0   1   0   0   0
      90858.2 | 1   0   0   0   0   0   0   1   0   1   0   1   1   0   0   0
      90938.0 | 0   0   0   0   0   0   0   1   0   1   0   1   1   0   0   0
      91020.0 | 1   0   0   0   0   0   0   1   0   1   0   1   1   0   1   0
      91024.3 | 1   0   0   0   0   0   0   1   0   0   0   1   1   0   1   0
      91102.0 | 0   0   0   0   0   0   0   1   0   0   0   1   1   0   1   0
      91184.0 | 1   0   0   0   0   0   0   1   0   0   0   1   1   0   1   0
      91186.9 | 1   0   0   0   0   0   0   1   0   0   0   1   1   1   1   0
      91187.2 | 1   0   0   0   0   0   0   1   0   0   0   1   1   1   1   1
      91188.0 | 1   0   0   0   0   0   0   1   0   1   0   1   1   1   1   1
      91266.0 | 0   0   0   0   0   0   0   1   0   1   0   1   1   1   1   1
      91348.0 | 1   0   0   0   0   0   0   1   0   1   0   1   1   1   1   1
      91349.4 | 1   0   0   0   0   0   0   1   0   1   0   1   0   1   1   1
      91349.9 | 1   0   0   0   0   0   0   1   0   1   0   1   0   1   1   0
      91350.0 | 1   0   0   0   0   0   0   1   0   1   0   1   0   0   1   0
      91430.0 | 0   0   0   0   0   0   0   1   0   1   0   1   0   0   1   0
      91512.0 | 1   0   0   0   0   0   0   1   0   1   0   1   0   0   1   0
      91516.3 | 1   0   0   0   0   0   0   1   0   0   0   1   0   0   1   0
      91594.0 | 0   0   0   0   0   0   0   1   0   0   0   1   0   0   1   0
      91676.0 | 1   0   0   0   0   0   0   1   0   0   0   1   0   0   1   0
      91678.9 | 1   0   0   0   0   0   0   1   0   0   0   1   0   1   1   0
      91679.2 | 1   0   0   0   0   0   0   1   0   0   0   1   0   1   1   1
      91680.0 | 1   0   0   0   0   0   0   1   0   1   0   1   0   1   1   1
      91758.0 | 0   0   0   0   0   0   0   1   0   1   0   1   0   1   1   1
      91840.0 | 1   0   0   0   0   0   0   1   0   1   0   1   0   1   1   1
      91841.6 | 1   0   0   0   0   0   0   1   0   1   0   0   0   1   1   1
      91841.9 | 1   0   0   0   0   0   0   1   0   1   0   0   1   1   1   0
      91842.0 | 1   0   0   0   0   0   0   1   0   1   0   0   1   0   1   0
      91922.0 | 0   0   0   0   0   0   0   1   0   1   0   0   1   0   1   0
      92004.0 | 1   0   0   0   0   0   0   1   0   1   0   0   1   0   1   0
      92008.3 | 1   0   0   0   0   0   0   1   0   0   0   0   1   0   1   0
      92086.0 | 0   0   0   0   0   0   0   1   0   0   0   0   1   0   1   0
      92168.0 | 1   0   0   0   0   0   0   1   0   0   0   0   1   0   1   0
      92170.9 | 1   0   0   0   0   0   0   1   0   0   0   0   1   1   1   0
      92171.2 | 1   0   0   0   0   0   0   1   0   0   0   0   1   1   1   1
      92172.0 | 1   0   0   0   0   0   0   1   0   1   0   0   1   1   1   1
      92250.0 | 0   0   0   0   0   0   0   1   0   1   0   0   1   1   1   1
      92332.0 | 1   0   0   0   0   0   0   1   0   1   0   0   1   1   1   1
      92333.4 | 1   0   0   0   0   0   0   1   0   1   0   0   0   1   1   1
      92333.9 | 1   0   0   0   0   0   0   1   0   1   0   0   0   1   1   0
      92334.0 | 1   0   0   0   0   0   0   1   0   1   0   0   0   0   1   0
      92414.0 | 0   0   0   0   0   0   0   1   0   1   0   0   0   0   1   0
      92496.0 | 1   0   0   0   0   0   0   1   0   1   0   0   0   0   1   0
      92500.3 | 1   0   0   0   0   0   0   1   0   0   0   0   0   0   1   0
      92578.0 | 0   0   0   0   0   0   0   1   0   0   0   0   0   0   1   0
      92660.0 | 1   0   0   0   0   0   0   1   0   0   0   0   0   0   0   0
      92662.9 | 1   0   0   0   0   0   0   1   0   0   0   0   0   1   0   0
      92664.0 | 1   0   0   0   0   0   0   1   0   1   0   0   0   1   0   0
      92742.0 | 0   0   0   0   0   0   0   1   0   1   0   0   0   1   0   0
      92824.0 | 1   0   0   0   0   0   0   1   0   1   0   0   0   1   1   0
      92824.4 | 1   0   0   0   0   0   0   1   0   1   0   0   0   1   1   1
      92825.8 | 1   0   0   0   0   0   0   1   0   0   1   0   0   1   1   1
      92825.9 | 1   0   0   0   0   0   0   1   0   0   1   0   1   1   1   0
      92826.0 | 1   0   0   0   0   0   0   1   0   0   1   0   1   0   1   0
      92826.2 | 1   0   0   0   0   0   0   1   0   0   1   1   1   0   1   0
      92906.0 | 0   0   0   0   0   0   0   1   0   0   1   1   1   0   1   0
      92988.0 | 1   0   0   0   0   0   0   1   0   0   1   1   1   0   1   0
      92992.3 | 1   0   0   0   0   0   0   0   0   0   1   1   1   0   1   0
      92993.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   0   1   0
      93070.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   0   1   0
      93152.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   0   0   0
      93154.9 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   0   0
      93155.9 | 1   0   0   0   0   0   0   0   0   1   1   1   1   1   0   0
      93156.0 | 1   0   0   0   0   0   0   1   0   0   1   1   1   1   0   0
      93234.0 | 0   0   0   0   0   0   0   1   0   0   1   1   1   1   0   0
      93316.0 | 1   0   0   0   0   0   0   1   0   0   1   1   1   1   1   0
      93316.4 | 1   0   0   0   0   0   0   1   0   0   1   1   1   1   1   1
      93317.4 | 1   0   0   0   0   0   0   1   0   0   1   1   0   1   1   1
      93317.9 | 1   0   0   0   0   0   0   1   0   0   1   1   0   1   1   0
      93318.0 | 1   0   0   0   0   0   0   1   0   0   1   1   0   0   1   0
      93398.0 | 0   0   0   0   0   0   0   1   0   0   1   1   0   0   1   0
      93480.0 | 1   0   0   0   0   0   0   1   0   0   1   1   0   0   1   0
      93484.3 | 1   0   0   0   0   0   0   0   0   0   1   1   0   0   1   0
      93485.0 | 1   0   0   0   0   0   0   0   1   1   1   1   0   0   1   0
      93562.0 | 0   0   0   0   0   0   0   0   1   1   1   1   0   0   1   0
      93644.0 | 1   0   0   0   0   0   0   0   1   1   1   1   0   0   0   0
      93646.9 | 1   0   0   0   0   0   0   0   1   1   1   1   0   1   0   0
      93647.9 | 1   0   0   0   0   0   0   0   0   1   1   1   0   1   0   0
      93648.0 | 1   0   0   0   0   0   0   1   0   0   1   1   0   1   0   0
      93726.0 | 0   0   0   0   0   0   0   1   0   0   1   1   0   1   0   0
      93808.0 | 1   0   0   0   0   0   0   1   0   0   1   1   0   1   1   0
      93808.4 | 1   0   0   0   0   0   0   1   0   0   1   1   0   1   1   1
      93809.6 | 1   0   0   0   0   0   0   1   0   0   1   0   0   1   1   1
      93809.9 | 1   0   0   0   0   0   0   1   0   0   1   0   1   1   1   0
      93810.0 | 1   0   0   0   0   0   0   1   0   0   1   0   1   0   1   0
      93890.0 | 0   0   0   0   0   0   0   1   0   0   1   0   1   0   1   0
      93972.0 | 1   0   0   0   0   0   0   1   0   0   1   0   1   0   1   0
      93976.3 | 1   0   0   0   0   0   0   0   0   0   1   0   1   0   1   0
      93977.0 | 1   0   0   0   0   0   0   0   1   1   1   0   1   0   1   0
      94054.0 | 0   0   0   0   0   0   0   0   1   1   1   0   1   0   1   0
      94136.0 | 1   0   0   0   0   0   0   0   1   1   1   0   1   0   0   0
      94138.9 | 1   0   0   0   0   0   0   0   1   1   1   0   1   1   0   0
      94139.9 | 1   0   0   0   0   0   0   0   0   1   1   0   1   1   0   0
      94140.0 | 1   0   0   0   0   0   0   1   0   0   1   0   1   1   0   0
      94218.0 | 0   0   0   0   0   0   0   1   0   0   1   0   1   1   0   0
      94300.0 | 1   0   0   0   0   0   0   1   0   0   1   0   1   1   1   0
      94300.4 | 1   0   0   0   0   0   0   1   0   0   1   0   1   1   1   1
      94301.4 | 1   0   0   0   0   0   0   1   0   0   1   0   0   1   1   1
      94301.9 | 1   0   0   0   0   0   0   1   0   0   1   0   0   1   1   0
      94302.0 | 1   0   0   0   0   0   0   1   0   0   1   0   0   0   1   0
      94382.0 | 0   0   0   0   0   0   0   1   0   0   1   0   0   0   1   0
      94464.0 | 1   0   0   0   0   0   0   1   0   0   1   0   0   0   1   0
      94468.3 | 1   0   0   0   0   0   0   0   0   0   1   0   0   0   1   0
      94469.0 | 1   0   0   0   0   0   0   0   1   1   1   0   0   0   1   0
      94546.0 | 0   0   0   0   0   0   0   0   1   1   1   0   0   0   1   0
      94628.0 | 1   0   0   0   0   0   0   0   1   1   1   0   0   0   0   0
      94630.9 | 1   0   0   0   0   0   0   0   1   1   1   0   0   1   0   0
      94631.9 | 1   0   0   0   0   0   0   0   0   1   1   0   0   1   0   0
      94632.0 | 1   0   0   0   0   0   0   1   0   0   1   0   0   1   0   0
      94710.0 | 0   0   0   0   0   0   0   1   0   0   1   0   0   1   0   0
      94792.0 | 1   0   0   0   0   0   0   1   0   0   1   0   0   1   1   0
      94792.4 | 1   0   0   0   0   0   0   1   0   0   1   0   0   1   1   1
      94793.4 | 1   0   0   0   0   0   0   1   0   0   0   0   0   1   1   1
      94793.9 | 1   0   0   0   0   0   0   1   0   0   0   0   1   1   1   0
      94794.0 | 1   0   0   0   0   0   0   1   0   0   0   0   1   0   1   0
      94794.2 | 1   0   0   0   0   0   0   1   0   0   0   1   1   0   1   0
      94874.0 | 0   0   0   0   0   0   0   1   0   0   0   1   1   0   1   0
      94956.0 | 1   0   0   0   0   0   0   1   0   0   0   1   1   0   1   0
      94960.3 | 1   0   0   0   0   0   0   0   0   0   0   1   1   0   1   0
      94961.0 | 1   0   0   0   0   0   0   0   1   1   0   1   1   0   1   0
      95038.0 | 0   0   0   0   0   0   0   0   1   1   0   1   1   0   1   0
      95120.0 | 1   0   0   0   0   0   0   0   1   1   0   1   1   0   0   0
      95122.9 | 1   0   0   0   0   0   0   0   1   1   0   1   1   1   0   0
      95123.9 | 1   0   0   0   0   0   0   0   0   1   0   1   1   1   0   0
      95124.0 | 1   0   0   0   0   0   0   1   0   0   0   1   1   1   0   0
      95202.0 | 0   0   0   0   0   0   0   1   0   0   0   1   1   1   0   0
      95284.0 | 1   0   0   0   0   0   0   1   0   0   0   1   1   1   1   0
      95284.4 | 1   0   0   0   0   0   0   1   0   0   0   1   1   1   1   1
      95285.4 | 1   0   0   0   0   0   0   1   0   0   0   1   0   1   1   1
      95285.9 | 1   0   0   0   0   0   0   1   0   0   0   1   0   1   1   0
      95286.0 | 1   0   0   0   0   0   0   1   0   0   0   1   0   0   1   0
      95366.0 | 0   0   0   0   0   0   0   1   0   0   0   1   0   0   1   0
      95448.0 | 1   0   0   0   0   0   0   1   0   0   0   1   0   0   1   0
      95452.3 | 1   0   0   0   0   0   0   0   0   0   0   1   0   0   1   0
      95453.0 | 1   0   0   0   0   0   0   0   1   1   0   1   0   0   1   0
      95530.0 | 0   0   0   0   0   0   0   0   1   1   0   1   0   0   1   0
      95612.0 | 1   0   0   0   0   0   0   0   1   1   0   1   0   0   0   0
      95614.9 | 1   0   0   0   0   0   0   0   1   1   0   1   0   1   0   0
      95615.9 | 1   0   0   0   0   0   0   0   0   1   0   1   0   1   0   0
      95616.0 | 1   0   0   0   0   0   0   1   0   0   0   1   0   1   0   0
      95694.0 | 0   0   0   0   0   0   0   1   0   0   0   1   0   1   0   0
      95776.0 | 1   0   0   0   0   0   0   1   0   0   0   1   0   1   1   0
      95776.4 | 1   0   0   0   0   0   0   1   0   0   0   1   0   1   1   1
      95777.6 | 1   0   0   0   0   0   0   1   0   0   0   0   0   1   1   1
      95777.9 | 1   0   0   0   0   0   0   1   0   0   0   0   1   1   1   0
      95778.0 | 1   0   0   0   0   0   0   1   0   0   0   0   1   0   1   0
      95858.0 | 0   0   0   0   0   0   0   1   0   0   0   0   1   0   1   0
      95940.0 | 1   0   0   0   0   0   0   1   0   0   0   0   1   0   1   0
      95944.3 | 1   0   0   0   0   0   0   0   0   0   0   0   1   0   1   0
      95945.0 | 1   0   0   0   0   0   0   0   1   1   0   0   1   0   1   0
      96022.0 | 0   0   0   0   0   0   0   0   1   1   0   0   1   0   1   0
      96104.0 | 1   0   0   0   0   0   0   0   1   1   0   0   1   0   0   0
      96106.9 | 1   0   0   0   0   0   0   0   1   1   0   0   1   1   0   0
      96107.9 | 1   0   0   0   0   0   0   0   0   1   0   0   1   1   0   0
      96108.0 | 1   0   0   0   0   0   0   1   0   0   0   0   1   1   0   0
      96186.0 | 0   0   0   0   0   0   0   1   0   0   0   0   1   1   0   0
      96268.0 | 1   0   0   0   0   0   0   1   0   0   0   0   1   1   1   0
      96268.4 | 1   0   0   0   0   0   0   1   0   0   0   0   1   1   1   1
      96269.4 | 1   0   0   0   0   0   0   1   0   0   0   0   0   1   1   1
      96269.9 | 1   0   0   0   0   0   0   1   0   0   0   0   0   1   1   0
      96270.0 | 1   0   0   0   0   0   0   1   0   0   0   0   0   0   1   0
      96350.0 | 0   0   0   0   0   0   0   1   0   0   0   0   0   0   1   0
      96432.0 | 1   0   0   0   0   0   0   1   0   0   0   0   0   0   0   0
      96436.3 | 1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
      96437.0 | 1   0   0   0   0   0   0   0   1   1   0   0   0   0   0   0
      96514.0 | 0   0   0   0   0   0   0   0   1   1   0   0   0   0   0   0
      96596.0 | 1   0   0   0   0   0   0   0   1   1   0   0   0   0   0   0
      96598.9 | 1   0   0   0   0   0   0   0   1   1   0   0   0   1   0   0
      96599.9 | 1   0   0   0   0   0   0   0   0   1   0   0   0   1   0   0
      96600.0 | 1   0   0   0   0   0   0   1   0   0   0   0   0   1   0   0
      96678.0 | 0   0   0   0   0   0   0   1   0   0   0   0   0   1   0   0
      96760.0 | 1   0   0   0   0   0   0   1   0   0   0   0   0   1   0   0
      96761.6 | 1   0   0   0   0   0   0   0   0   0   0   0   0   1   0   0
      96761.8 | 1   0   0   0   0   0   0   0   0   0   1   0   0   1   0   0
      96761.9 | 1   0   0   0   0   0   0   0   0   0   1   0   1   1   0   0
      96762.0 | 1   0   0   0   0   0   0   0   1   0   1   0   1   0   0   0
      96762.2 | 1   0   0   0   0   0   0   0   1   0   1   1   1   0   0   0
      96762.7 | 1   0   0   0   0   0   0   0   1   1   1   1   1   0   0   0
      96842.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   0   0   0
      96924.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   0   0   0
      96928.3 | 1   0   0   0   0   0   0   0   1   0   1   1   1   0   0   0
      97006.0 | 0   0   0   0   0   0   0   0   1   0   1   1   1   0   0   0
      97088.0 | 1   0   0   0   0   0   0   0   1   0   1   1   1   0   0   0
      97090.9 | 1   0   0   0   0   0   0   0   1   0   1   1   1   1   0   0
      97092.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   0   0
      97170.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   0   0
      97252.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   0   0
      97253.4 | 1   0   0   0   0   0   0   0   1   1   1   1   0   1   0   0
      97254.0 | 1   0   0   0   0   0   0   0   1   1   1   1   0   0   0   0
      97334.0 | 0   0   0   0   0   0   0   0   1   1   1   1   0   0   0   0
      97416.0 | 1   0   0   0   0   0   0   0   1   1   1   1   0   0   0   0
      97420.3 | 1   0   0   0   0   0   0   0   1   0   1   1   0   0   0   0
      97498.0 | 0   0   0   0   0   0   0   0   1   0   1   1   0   0   0   0
      97580.0 | 1   0   0   0   0   0   0   0   1   0   1   1   0   0   1   0
      97582.9 | 1   0   0   0   0   0   0   0   1   0   1   1   0   1   1   0
      97583.2 | 1   0   0   0   0   0   0   0   1   0   1   1   0   1   1   1
      97584.0 | 1   0   0   0   0   0   0   0   1   1   1   1   0   1   1   1
      97662.0 | 0   0   0   0   0   0   0   0   1   1   1   1   0   1   1   1
      97744.0 | 1   0   0   0   0   0   0   0   1   1   1   1   0   1   0   1
      97744.3 | 1   0   0   0   0   0   0   0   1   1   1   1   0   1   0   0
      97745.6 | 1   0   0   0   0   0   0   0   1   1   1   0   0   1   0   0
      97745.9 | 1   0   0   0   0   0   0   0   1   1   1   0   1   1   0   0
      97746.0 | 1   0   0   0   0   0   0   0   1   1   1   0   1   0   0   0
      97826.0 | 0   0   0   0   0   0   0   0   1   1   1   0   1   0   0   0
      97908.0 | 1   0   0   0   0   0   0   0   1   1   1   0   1   0   0   0
      97912.3 | 1   0   0   0   0   0   0   0   1   0   1   0   1   0   0   0
      97990.0 | 0   0   0   0   0   0   0   0   1   0   1   0   1   0   0   0
      98072.0 | 1   0   0   0   0   0   0   0   1   0   1   0   1   0   0   0
      98074.9 | 1   0   0   0   0   0   0   0   1   0   1   0   1   1   0   0
      98076.0 | 1   0   0   0   0   0   0   0   1   1   1   0   1   1   0   0
      98154.0 | 0   0   0   0   0   0   0   0   1   1   1   0   1   1   0   0
      98236.0 | 1   0   0   0   0   0   0   0   1   1   1   0   1   1   0   0
      98237.4 | 1   0   0   0   0   0   0   0   1   1   1   0   0   1   0   0
      98238.0 | 1   0   0   0   0   0   0   0   1   1   1   0   0   0   0   0
      98318.0 | 0   0   0   0   0   0   0   0   1   1   1   0   0   0   0   0
      98400.0 | 1   0   0   0   0   0   0   0   1   1   1   0   0   0   0   0
      98404.3 | 1   0   0   0   0   0   0   0   1   0   1   0   0   0   0   0
      98482.0 | 0   0   0   0   0   0   0   0   1   0   1   0   0   0   0   0
      98564.0 | 1   0   0   0   0   0   0   0   1   0   1   0   0   0   0   0
      98566.9 | 1   0   0   0   0   0   0   0   1   0   1   0   0   1   0   0
      98568.0 | 1   0   0   0   0   0   0   0   1   1   1   0   0   1   0   0
      98646.0 | 0   0   0   0   0   0   0   0   1   1   1   0   0   1   0   0
      98728.0 | 1   0   0   0   0   0   0   0   1   1   1   0   0   1   0   0
      98729.4 | 1   0   0   0   0   0   0   0   1   1   0   0   0   1   0   0
      98729.9 | 1   0   0   0   0   0   0   0   1   1   0   0   1   1   0   0
      98730.0 | 1   0   0   0   0   0   0   0   1   1   0   0   1   0   0   0
      98730.2 | 1   0   0   0   0   0   0   0   1   1   0   1   1   0   0   0
      98810.0 | 0   0   0   0   0   0   0   0   1   1   0   1   1   0   0   0
      98892.0 | 1   0   0   0   0   0   0   0   1   1   0   1   1   0   0   0
      98896.3 | 1   0   0   0   0   0   0   0   1   0   0   1   1   0   0   0
      98974.0 | 0   0   0   0   0   0   0   0   1   0   0   1   1   0   0   0
      99056.0 | 1   0   0   0   0   0   0   0   1   0   0   1   1   0   0   0
      99058.9 | 1   0   0   0   0   0   0   0   1   0   0   1   1   1   0   0
      99060.0 | 1   0   0   0   0   0   0   0   1   1   0   1   1   1   0   0
      99138.0 | 0   0   0   0   0   0   0   0   1   1   0   1   1   1   0   0
      99220.0 | 1   0   0   0   0   0   0   0   1   1   0   1   1   1   0   0
      99221.4 | 1   0   0   0   0   0   0   0   1   1   0   1   0   1   0   0
      99222.0 | 1   0   0   0   0   0   0   0   1   1   0   1   0   0   0   0
      99302.0 | 0   0   0   0   0   0   0   0   1   1   0   1   0   0   0   0
      99384.0 | 1   0   0   0   0   0   0   0   1   1   0   1   0   0   0   0
      99388.3 | 1   0   0   0   0   0   0   0   1   0   0   1   0   0   0   0
      99466.0 | 0   0   0   0   0   0   0   0   1   0   0   1   0   0   0   0
      99548.0 | 1   0   0   0   0   0   0   0   1   0   0   1   0   0   0   0
      99550.9 | 1   0   0   0   0   0   0   0   1   0   0   1   0   1   0   0
      99552.0 | 1   0   0   0   0   0   0   0   1   1   0   1   0   1   0   0
      99630.0 | 0   0   0   0   0   0   0   0   1   1   0   1   0   1   0   0
      99712.0 | 1   0   0   0   0   0   0   0   1   1   0   1   0   1   0   0
      99713.6 | 1   0   0   0   0   0   0   0   1   1   0   0   0   1   0   0
      99713.9 | 1   0   0   0   0   0   0   0   1   1   0   0   1   1   0   0
      99714.0 | 1   0   0   0   0   0   0   0   1   1   0   0   1   0   0   0
      99794.0 | 0   0   0   0   0   0   0   0   1   1   0   0   1   0   0   0
      99876.0 | 1   0   0   0   0   0   0   0   1   1   0   0   1   0   0   0
      99880.3 | 1   0   0   0   0   0   0   0   1   0   0   0   1   0   0   0
      99958.0 | 0   0   0   0   0   0   0   0   1   0   0   0   1   0   0   0
     100040.0 | 1   0   0   0   0   0   0   0   1   0   0   0   1   0   0   0
     100042.9 | 1   0   0   0   0   0   0   0   1   0   0   0   1   1   0   0
     100044.0 | 1   0   0   0   0   0   0   0   1   1   0   0   1   1   0   0
     100122.0 | 0   0   0   0   0   0   0   0   1   1   0   0   1   1   0   0
     100204.0 | 1   0   0   0   0   0   0   0   1   1   0   0   1   1   0   0
     100205.4 | 1   0   0   0   0   0   0   0   1   1   0   0   0   1   0   0
     100206.0 | 1   0   0   0   0   0   0   0   1   1   0   0   0   0   0   0
     100286.0 | 0   0   0   0   0   0   0   0   1   1   0   0   0   0   0   0
     100368.0 | 1   0   0   0   0   0   0   0   1   1   0   0   0   0   0   0
     100372.3 | 1   0   0   0   0   0   0   0   1   0   0   0   0   0   0   0
     100450.0 | 0   0   0   0   0   0   0   0   1   0   0   0   0   0   0   0
     100532.0 | 1   0   0   0   0   0   0   0   1   0   0   0   0   0   0   0
     100534.9 | 1   0   0   0   0   0   0   0   1   0   0   0   0   1   0   0
     100536.0 | 1   0   0   0   0   0   0   0   1   1   0   0   0   1   0   0
     100614.0 | 0   0   0   0   0   0   0   0   1   1   0   0   0   1   0   0
     100696.0 | 1   0   0   0   0   0   0   0   1   1   0   0   0   1   0   0
     100697.8 | 1   0   0   0   0   0   0   0   1   0   1   0   0   1   0   0
     100697.9 | 1   0   0   0   0   0   0   0   1   0   1   0   1   1   0   0
     100698.0 | 1   0   0   0   0   0   0   0   1   0   1   0   1   0   0   0
     100698.2 | 1   0   0   0   0   0   0   0   1   0   1   1   1   0   0   0
     100778.0 | 0   0   0   0   0   0   0   0   1   0   1   1   1   0   0   0
     100860.0 | 1   0   0   0   0   0   0   0   1   0   1   1   1   0   0   0
     100864.3 | 1   0   0   0   0   0   0   0   0   0   1   1   1   0   0   0
     100865.0 | 1   0   0   0   0   0   0   0   0   1   1   1   1   0   0   0
     100942.0 | 0   0   0   0   0   0   0   0   0   1   1   1   1   0   0   0
     101024.0 | 1   0   0   0   0   0   0   0   0   1   1   1   1   0   0   0
     101026.9 | 1   0   0   0   0   0   0   0   0   1   1   1   1   1   0   0
     101028.0 | 1   0   0   0   0   0   0   0   1   0   1   1   1   1   0   0
     101106.0 | 0   0   0   0   0   0   0   0   1   0   1   1   1   1   0   0
     101188.0 | 1   0   0   0   0   0   0   0   1   0   1   1   1   1   0   0
     101189.4 | 1   0   0   0   0   0   0   0   1   0   1   1   0   1   0   0
     101190.0 | 1   0   0   0   0   0   0   0   1   0   1   1   0   0   0   0
     101270.0 | 0   0   0   0   0   0   0   0   1   0   1   1   0   0   0   0
     101352.0 | 1   0   0   0   0   0   0   0   1   0   1   1   0   0   1   0
     101356.3 | 1   0   0   0   0   0   0   0   0   0   1   1   0   0   1   0
     101357.0 | 1   0   0   0   0   0   0   0   0   1   1   1   0   0   1   0
